Source,Item,SKU,Base Price,COGS,Date Listed,Year Month Listed,Platform Sold,Gross Sales,Platform Fee,Shipping,Gross Profit,Net Profit,Date Sold,Year Month Sold,Age of Listing
Thrift City,Lucky Brand Faux Wrap Top Stripe,A0322,$3.33 ,$3.60 ,1/4/2020,20201,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$12.40 ,1/24/2020,20201,20
Thrift City,Umgee NWT Boho Off the Shoulder Dress Crochet,A0323,$3.93 ,$4.25 ,1/3/2020,20201,,,,,,,,,963
Thrift City,Maeve Anthropologie Yellow Floral Top Pintuck Pleat,A0324,$2.92 ,$3.16 ,1/3/2020,20201,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$10.72 ,5/18/2020,20205,136
Thrift City,Maeve Anthropologie Conversationalist Cat Black Button Down,A0325,$0.99 ,$1.07 ,1/3/2020,20201,Poshmark,$24.00 ,$4.80 ,$2.12 ,$17.08 ,$16.01 ,9/5/2020,20209,246
Thrift City,J. Crew Polka Dot Ruffle Collar Blouse Keyhole Navy Red,A0326,$3.33 ,$3.60 ,1/5/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,($3.33),($3.60),12/6/2020,202012,336
Thrift City,MLB Women's Chicago Cubs T-Shirt,A0327,$2.32 ,$2.51 ,1/7/2020,20201,Mercari,$14.00 ,$1.40 ,$3.31 ,$9.29 ,$6.78 ,7/25/2020,20207,200
Thrift City,Anthropologie Maeve Linden Polka Dot Dolman Sleeve,A0328,$4.94 ,$5.35 ,1/7/2020,20201,,,,,,,,,959
Thrift City,Anthropologie Postmark Duck Tee Top Red,A0329,$1.41 ,$1.53 ,1/7/2020,20201,Poshmark,$21.00 ,$4.20 ,$0.00 ,$16.80 ,$15.27 ,2/22/2020,20202,46
Thrift City,Disney Mickey Mouse Sweatshirt NWOT,A0330,$3.93 ,$4.25 ,1/10/2020,20201,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$11.75 ,1/18/2020,20201,8
Thrift City,Boho Hippie Patchwork Bell Sleeve Embroidered Top,A0331,$3.93 ,$4.25 ,1/10/2020,20201,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$15.75 ,2/6/2020,20202,27
Thrift City,Free People Anna Burnout High Low Lavender Tee,A0332,$7.50 ,$8.12 ,1/8/2020,20201,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$11.88 ,10/5/2020,202010,271
Goodwill Austin Hwy,Wild Fable Yellow Button Down Top Hawaiian,A0333,$2.40 ,$2.59 ,1/10/2020,20201,Poshmark,$10.00 ,$2.95 ,$0.00 ,$7.05 ,$4.46 ,8/2/2020,20208,205
Goodwill Austin Hwy,Lucky Brand 3/4 sleeve top tribal aztec,A0334,$4.79 ,$5.19 ,1/10/2020,20201,ThredUp,$31.99 ,$25.27 ,$0.00 ,$6.72 ,$1.53 ,8/19/2020,20208,222
Goodwill Austin Hwy,Show Me Your Mumu Murray Waffle Knit Top Tee,A0335,$4.79 ,$5.19 ,1/7/2020,20201,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$8.69 ,5/14/2020,20205,128
Goodwill Austin Hwy,Cabi Cross Zip Moto Sweater Jacket,A0336,$4.79 ,$5.19 ,1/8/2020,20201,,,,,,,,,958
Goodwill Austin Hwy,Cabi Double Button Blazer Peacoat Sweater Jacket,A0337,$6.49 ,$7.03 ,1/8/2020,20201,,,,,,,,,958
Texas Thrift Store,Charles Albert Tan Pointed Toe Cut Out Flats Size 6,A0338,$1.98 ,$2.14 ,1/6/2020,20201,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$9.86 ,2/29/2020,20202,54
Texas Thrift Store,Call it Spring Boho Hippie Espadrilles NWOT Size 8.5,A0339,$2.49 ,$2.70 ,1/6/2020,20201,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$13.30 ,1/18/2020,20201,12
Texas Thrift Store,T-Shirt & Jeans Boho Hippie Crossbody Purse,A0340,$5.98 ,$6.47 ,1/6/2020,20201,Poshmark,$14.00 ,$2.95 ,$0.00 ,$11.05 ,$4.58 ,4/17/2020,20204,102
Texas Thrift Store,Black Faux Leather Boho Aztec Hippie Crossbody Tassel Purse,A0341,$4.19 ,$4.53 ,1/6/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($4.53),12/29/2020,202012,358
Thrift City Outlet,Seven7 Boot Cut Jeans Size 4,A0342,$2.00 ,$2.17 ,1/14/2020,20201,Poshmark,$19.33 ,$3.87 ,$0.00 ,$15.47 ,$13.30 ,2/12/2020,20202,29
Thrift City Outlet,American Eagle Favorite Boyfriend Stretch Jeans Distressed Size 0 Reg,A0343,$2.00 ,$2.17 ,1/12/2020,20201,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$9.84 ,4/27/2020,20204,106
Thrift City Outlet,7FAM A Pocket Flare Jeans 29,A0344,$2.00 ,$2.17 ,1/13/2020,20201,,,,,,,,,953
Thrift City Outlet,7FAM A Pocket Flare Jeans 27,A0345,$2.00 ,$2.17 ,1/14/2020,20201,Poshmark,$26.00 ,$5.05 ,$0.53 ,$20.42 ,$18.26 ,5/20/2020,20205,127
Thrift City Outlet,American Eagle Favorite Boyfriend Stretch Jeans Distressed Size 0 Regular,A0346,$2.00 ,$2.17 ,1/14/2020,20201,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$9.84 ,1/14/2020,20201,0
Thrift City Outlet,Hollister Skinny Jeans Dark Wash Distressed Size 1S 25x30,A0347,$2.00 ,$2.17 ,1/14/2020,20201,,,,,,,,,952
Texas Thrift Store,GAP Dolman Sleeve T Shirt Dress Rope Belt,A0348,$0.99 ,$1.07 ,1/15/2020,20201,Poshmark,$8.33 ,$1.67 ,$0.00 ,$6.67 ,$5.59 ,4/23/2020,20204,99
Texas Thrift Store,Joe's Provocateur Flare Jeans Dark Wash Size 27,A0351,$3.49 ,$3.78 ,1/12/2020,20201,,,,,,,,,954
Texas Thrift Store,Paige Blue Heights Straight Leg Size 28,A0352,$3.49 ,$3.78 ,1/12/2020,20201,,,,,,,,,954
Texas Thrift Store,Torrid Maroon & Black Lace Satin Blouse Size 00,A0353,$4.98 ,$5.39 ,1/10/2020,20201,,,,,,,,,956
Texas Thrift Store,J. Jill Wearever Collection Red Waffle Tunic Dress Blouse,A0354,$5.98 ,$6.47 ,1/11/2020,20201,,,,,,,,,955
Texas Thrift Store,Hype Acid Wash Burnout Shorts Elastic Waist Size XL,A0355,$0.99 ,$1.07 ,1/8/2020,20201,Poshmark,$8.00 ,$2.95 ,$0.00 ,$5.05 ,$3.98 ,5/6/2020,20205,119
Texas Thrift Store,Forever21 NWOT High Waist Button Up Distressed Cut Off Denim Shorts,A0356,$0.99 ,$1.07 ,1/9/2020,20201,Poshmark,$12.00 ,$2.95 ,$7.11 ,$1.94 ,$0.87 ,12/26/2020,202012,352
Texas Thrift Store,Bullhead Denim Co Low Rise Distressed Cut Off Shorts Size 28,A0357,$0.99 ,$1.07 ,1/9/2020,20201,Poshmark,$9.00 ,$2.95 ,$2.12 ,$3.93 ,$2.86 ,7/8/2020,20207,181
Texas Thrift Store,Hype Rolled Hem Denim Shorts Size 5,A0358,$0.99 ,$1.07 ,1/9/2020,20201,,,,,,,,,957
Texas Thrift Store,PacSun High Rise Cut Off Distressed Light Wash Denim Shorts Size 29,A0359,$0.99 ,$1.07 ,1/9/2020,20201,Poshmark,$12.00 ,$2.95 ,$2.12 ,$6.93 ,$5.86 ,5/24/2020,20205,136
Texas Thrift Store,Zara Trafaluc Premium Wash Collection High Waist Dark Wash Stretch Denim Shorts,A0360,$0.99 ,$1.07 ,1/9/2020,20201,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$13.33 ,6/29/2020,20206,172
Texas Thrift Store,INC Denim Boyfriend Regular Fit Distressed Jeans Size 8,A0361,$0.99 ,$1.07 ,1/13/2020,20201,Poshmark,$12.00 ,$2.95 ,$2.12 ,$6.93 ,$5.86 ,5/23/2020,20205,131
Texas Thrift Store,Express Jeans Stella Bootcut 2 Short,A0362,$0.99 ,$1.07 ,1/12/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($1.07),12/29/2020,202012,352
Texas Thrift Store,American Eagle Skinny Stretch Jeans Size 00 Short,A0363,$0.99 ,$1.07 ,1/13/2020,20201,,,,,,,,,953
Texas Thrift Store,bebe 5 pkt boot leg jeans size 28,A0364,$0.99 ,$1.07 ,1/13/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($1.07),10/25/2020,202010,286
Texas Thrift Store,BKE Payton Dark Wash Capri Cropped denim Size 26,A0365,$0.99 ,$1.07 ,1/13/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($1.07),12/29/2020,202012,351
Goodwill Bins N ATX,BCBGeneration Hans Leather Suede Split Boots Sz 8B,A0366,$0.84 ,$0.91 ,1/18/2020,20201,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$15.09 ,1/22/2020,20201,4
Goodwill Bins N ATX,TOMS Desert Wedge Castlerock Grey Suede Bootie 7,A0367,$0.84 ,$0.91 ,1/18/2020,20201,Poshmark,$28.00 ,$5.60 ,$0.00 ,$22.40 ,$21.49 ,6/29/2020,20206,163
Goodwill Bins N ATX,Tommy Hilfiger Paisley Wedge Open Toe Sandal Heel,A0368,$0.84 ,$0.91 ,1/19/2020,20201,Poshmark,$17.50 ,$3.50 ,$0.00 ,$14.00 ,$13.09 ,2/14/2020,20202,26
Goodwill Bins N ATX,American Flag Scarf,A0369,$0.84 ,$0.91 ,1/18/2020,20201,,,,,,,,,948
Goodwill Bins N ATX,Aimee Lynn Animal Leopard Print Scarf Fringe,A0370,$0.84 ,$0.91 ,1/19/2020,20201,Poshmark,$10.00 ,$2.95 ,$0.00 ,$7.05 ,$6.14 ,2/5/2020,20202,17
Goodwill Bins N ATX,Harley-Davidson Graphic Tee New Orleans Eagle Classic,A0372,$0.84 ,$0.91 ,1/19/2020,20201,Poshmark,$22.00 ,$4.40 ,$0.00 ,$17.60 ,$16.69 ,1/21/2020,20201,2
Goodwill Bins N ATX,Banana Republic Beaded V-Neck Collar Sheer Cotton Silk Blend,A0374,$0.84 ,$0.91 ,1/16/2020,20201,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$15.09 ,8/4/2020,20208,201
Goodwill Bins N ATX,Topshop Bell Sleeve Ruffle Floral Navy Top 4,A0375,$0.84 ,$0.91 ,1/15/2020,20201,Poshmark,$21.67 ,$4.33 ,$2.37 ,$14.96 ,$14.05 ,8/13/2020,20208,211
Goodwill Bins N ATX,Maeve Anthropologie Bloomsbury tie dress 4,A0376,$0.84 ,$0.91 ,1/15/2020,20201,,,,,,,,,951
Goodwill Bins N ATX,Patagonia Sweatshirt Viva Los Funhogs Graphic M,A0377,$0.84 ,$0.91 ,1/15/2020,20201,Poshmark,$32.00 ,$6.40 ,$0.00 ,$25.60 ,$24.69 ,3/20/2020,20203,65
Goodwill Bins N ATX,Lumiere White Lace Sleeveless Dress S,A0378,$0.84 ,$0.91 ,1/15/2020,20201,,,,,,,,,951
Goodwill Bins N ATX,Madewell Off Shoulder Peasant Embroidered Top M,A0379,$0.84 ,$0.91 ,1/16/2020,20201,ThredUp,$34.99 ,$28.69 ,$0.00 ,$6.30 ,$5.39 ,11/29/2020,202011,318
Goodwill Bins N ATX,Mossimo Boho Strappy Crocheted Tank,A0380,$0.84 ,$0.91 ,1/15/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.91),10/25/2020,202010,284
Goodwill Bins N ATX,Vintage Striped Chunky Knit Grandpa Sweater L,A0381,$0.84 ,$0.91 ,1/15/2020,20201,,,,,,,,,951
Goodwill Bins N ATX,Blu Pepper Floral Off Shoulder Tunic Dress S,A0382,$0.84 ,$0.91 ,1/15/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.91),10/25/2020,202010,284
Goodwill Bins N ATX,The Limited Embellished T Shirt Sheer XS,A0383,$0.84 ,$0.91 ,1/15/2020,20201,,,,,,,,,951
Goodwill Bins N ATX,Lucky Brand Boho Hippie Gypsy V Neck Peasant M,A0385,$0.84 ,$0.91 ,1/15/2020,20201,,,,,,,,,951
Goodwill Bins N ATX,Knox Rose Boho Embroidered Tassel Floral Top S,A0386,$0.84 ,$0.91 ,1/15/2020,20201,ThredUp,$18.99 ,$16.29 ,$0.00 ,$2.70 ,$1.79 ,9/5/2020,20209,234
Goodwill Bins N ATX,River Ridge Purple Pleated Skirt Boho Hippie Gypsy,A0388,$0.84 ,$0.91 ,1/15/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.91),10/25/2020,202010,284
Goodwill Bins N ATX,LOFT Cowl Neck Knit Sweater S,A0389,$0.84 ,$0.91 ,1/15/2020,20201,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$12.97 ,10/10/2020,202010,269
Goodwill Bins N ATX,LuLaRoe Simply Comfortable Maxi Dress L,A0390,$0.84 ,$0.91 ,1/17/2020,20201,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$11.09 ,5/8/2020,20205,112
Goodwill Bins N ATX,Banana Republic LBD Ruffle Sleeve Dress Black 4,A0391,$0.84 ,$0.91 ,1/17/2020,20201,Poshmark,$35.00 ,$7.00 ,$0.00 ,$28.00 ,$27.09 ,2/18/2020,20202,32
Goodwill Bins N ATX,Nine West Embroidered Peasant Top,A0392,$0.84 ,$0.91 ,1/16/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.91),10/25/2020,202010,283
Goodwill Bins N ATX,Racerback Fox Yoga Graphic Tank Grey Orange,A0393,$0.84 ,$0.91 ,1/17/2020,20201,Poshmark,$12.60 ,$2.95 ,$0.00 ,$9.65 ,$8.74 ,2/22/2020,20202,36
Goodwill Bins N ATX,Hippie Rose Floral Boho Tee Dolman Sleeve XL ,A0394,$0.84 ,$0.91 ,1/17/2020,20201,ThredUp,$13.99 ,$12.52 ,$0.00 ,$1.47 ,$0.56 ,9/9/2020,20209,236
Goodwill Bins N ATX,BCBGeneration Paisley Wrap Tie Crop Festival Hippie Boho XXS,A0395,$0.84 ,$0.91 ,1/16/2020,20201,,,,,,,,,950
Goodwill Bins N ATX,J. Crew Mint Green Tank Top Work 2,A0396,$0.84 ,$0.91 ,1/16/2020,20201,Poshmark,$8.00 ,$1.60 ,$0.00 ,$6.40 ,$5.49 ,4/24/2020,20204,99
Goodwill Bins N ATX,Lucky Brand Spiritual Awakening Lotus Graphic T S,A0397,$0.84 ,$0.91 ,1/17/2020,20201,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$8.14 ,3/30/2020,20203,73
Goodwill Bins N ATX,Athleta Racerback Tank Stripe Blue M,A0398,$0.84 ,$0.91 ,1/16/2020,20201,Poshmark,$12.50 ,$2.50 ,$0.00 ,$10.00 ,$9.09 ,3/8/2020,20203,52
Closet,Nike Capri Dri Fit Printed Graphic Abstract Design L,A0399,$0.00 ,$0.00 ,1/18/2020,20201,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$24.00 ,2/19/2020,20202,32
Goodwill Bins N ATX,Under Armour Heat Gear Shorts Pocket M,A0400,$0.84 ,$0.91 ,1/19/2020,20201,Poshmark,$10.00 ,$2.95 ,$0.00 ,$7.05 ,$6.14 ,2/14/2020,20202,26
Goodwill Bins N ATX,J. Crew Striped Tie Front T Shirt XXS,A0401,$0.84 ,$0.91 ,1/16/2020,20201,ThredUp,$25.99 ,$21.31 ,$0.00 ,$4.68 ,$3.77 ,8/20/2020,20208,217
Goodwill Bins N ATX,Burberry Long Sleeve 100% Cotton T Logo Wrist S,A0402,$0.84 ,$0.91 ,1/16/2020,20201,Poshmark,$38.00 ,$7.60 ,$0.00 ,$30.40 ,$29.49 ,3/13/2020,20203,57
Goodwill Bins N ATX,GAP Knit Sweater Print S,A0403,$0.84 ,$0.91 ,1/19/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,($0.84),($0.91),12/6/2020,202012,322
Goodwill Bins N ATX,Bob Timberlake Boho Long Multi Color Stripe Cardigan Sweater,A0404,$0.84 ,$0.91 ,1/18/2020,20201,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$23.09 ,11/21/2020,202011,308
IKEA,Ikea BLARIPS King Duvet Cover w/2 Pillowcases Bed Set Striped Pink/White/Beige,A0405,$10.00 ,$10.83 ,1/15/2020,20201,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$13.18 ,2/23/2020,20202,39
IKEA,Ikea BLARIPS King Duvet Cover w/2 Pillowcases Bed Set Striped Pink/White/Beige,A0405 A0406 A0407,$10.00 ,$10.83 ,1/15/2020,20201,Poshmark,$35.00 ,$7.00 ,$0.00 ,$28.00 ,$17.18 ,2/24/2020,20202,40
IKEA,Ikea BLARIPS King Duvet Cover w/2 Pillowcases Bed Set Striped Pink/White/Beige,A0405 A0406 A0407,$10.00 ,$10.83 ,1/15/2020,20201,eBay,$35.00 ,$4.89 ,$15.05 ,$15.06 ,$4.24 ,3/7/2020,20203,52
IKEA,Ikea NATTJASMIN Full/Queen Duvet Cover and 2 Pillowcases set Striped Beige,A0408 A0409 A0410,$10.00 ,$10.83 ,1/15/2020,20201,Poshmark,$35.00 ,$7.00 ,$0.00 ,$28.00 ,$17.18 ,2/16/2020,20202,32
IKEA,Ikea NATTJASMIN Full/Queen Duvet Cover and 2 Pillowcases set Striped Beige,A0408 A0409 A0410,$10.00 ,$10.83 ,1/15/2020,20201,Poshmark,$36.40 ,$6.70 ,$0.00 ,$29.70 ,$18.88 ,2/22/2020,20202,38
IKEA,Ikea NATTJASMIN Full/Queen Duvet Cover and 2 Pillowcases set Striped Beige,A0408 A0409 A0410,$10.00 ,$10.83 ,1/15/2020,20201,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$9.18 ,5/1/2020,20205,107
Thrift City,Mark Cross Body Boho Hippie Brown Square Cut Out Purse,A0411,$2.00 ,$2.17 ,1/19/2020,20201,,,,,,,,,947
Thrift City,Francesca's Miami Striped Knit Crop Sweater Small,A0412,$2.00 ,$2.17 ,1/22/2020,20201,Poshmark,$18.00 ,$3.60 ,$2.12 ,$12.28 ,$10.12 ,4/17/2020,20204,86
Thrift City,TCEC Floral Kimono Duster Tie Sleeveless Lace Semi-Sheer Large,A0413,$2.00 ,$2.17 ,1/20/2020,20201,Poshmark,$14.00 ,$2.95 ,$0.00 ,$11.05 ,$8.89 ,4/26/2020,20204,97
Thrift City,Umgee Floral Bell Sleeve Top Boho S,A0414,$2.00 ,$2.17 ,1/21/2020,20201,,,,,,,,,945
Thrift City,Columbia Outerspaced Pullover Hoodie Pink/Purple S,A0415,$2.00 ,$2.17 ,1/21/2020,20201,Poshmark,$8.00 ,$2.95 ,$0.00 ,$5.05 ,$2.89 ,11/1/2020,202011,285
Thrift City,Wrangler Aztec Tribal Western Strappy Tank M,A0416,$2.00 ,$2.17 ,1/20/2020,20201,ThredUp,$21.99 ,$18.47 ,$0.00 ,$3.52 ,$1.36 ,9/5/2020,20209,229
Thrift City,LuLaRoe Julia Aztec Dress XS NWT,A0417,$2.00 ,$2.17 ,1/21/2020,20201,,,,,,,,,945
Thrift City,New Balance Amber Wrap Athletic Cardigan Yoga Wrap NWT XS,A0418,$2.00 ,$2.17 ,1/22/2020,20201,Poshmark,$15.00 ,$3.00 ,$2.12 ,$9.88 ,$7.72 ,8/20/2020,20208,211
Thrift City,PINK Victoria's Secret Pullover Hoodie Logo Blue M,A0419,$2.00 ,$2.17 ,1/22/2020,20201,Poshmark,$15.00 ,$3.00 ,$1.06 ,$10.94 ,$8.78 ,5/22/2020,20205,121
Thrift City,PrAna Monique Purple Mountain Sweater Organic Sustainable XL NWT,A0420,$2.00 ,$2.17 ,1/20/2020,20201,,,,,,,,,946
Thrift City,Nike Dri Fit Run Floral Logo Tank XL,A0421,$2.00 ,$2.17 ,1/21/2020,20201,Poshmark,$13.00 ,$2.95 ,$0.00 ,$10.05 ,$7.89 ,3/16/2020,20203,55
Goodwill Bins S ATX,Everly Sleeveless Printed Sun Dress Small,A0422,$0.91 ,$0.98 ,Wearing,,,,,,,,,,
Goodwill Bins S ATX,Express Knit Scoop Neck Pullover Pleated Tulle Back XS,A0423,$0.91 ,$0.98 ,1/27/2020,20201,ThredUp,$23.99 ,$19.91 ,$0.00 ,$4.08 ,$3.10 ,9/15/2020,20209,232
Goodwill Bins S ATX,Altar'd State Floral Embroidered Boho Tank M,A0424,$0.91 ,$0.98 ,1/27/2020,20201,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$13.42 ,2/29/2020,20202,33
Goodwill Bins S ATX,Disney Minnie Mouse Graphic Tee XL,A0425,$0.91 ,$0.98 ,1/27/2020,20201,ThredUp,$13.99 ,$12.81 ,$0.00 ,$1.18 ,$0.20 ,12/25/2020,202012,333
Goodwill Bins S ATX,Lily White Blush Printed Top Pleated Sleeves XL,A0426,$0.91 ,$0.98 ,1/27/2020,20201,Poshmark,$17.50 ,$3.50 ,$0.00 ,$14.00 ,$13.02 ,6/13/2020,20206,138
Goodwill Bins S ATX,Express Graphic Tank Champagne All Day S,A0427,$0.91 ,$0.98 ,1/27/2020,20201,Poshmark,$14.00 ,$2.95 ,$2.12 ,$8.93 ,$7.95 ,8/22/2020,20208,208
Goodwill Bins S ATX,Maeve Anthropologie Multicolor Striped Skirt S,A0428,$0.91 ,$0.98 ,1/27/2020,20201,Poshmark,$22.00 ,$4.40 ,$0.00 ,$17.60 ,$16.62 ,3/6/2020,20203,39
Goodwill Bins S ATX,Maeve Anthropologie Paisley Silk Tunic Blouse M,A0429,$0.91 ,$0.98 ,1/27/2020,20201,Poshmark,$8.33 ,$1.67 ,$0.00 ,$6.67 ,$5.69 ,4/26/2020,20204,90
Goodwill Bins S ATX,Vanilla Bay Aztec Tribal Sun Dress S,A0430,$0.91 ,$0.98 ,1/29/2020,20201,Poshmark,$10.00 ,$2.95 ,$2.12 ,$4.93 ,$3.95 ,7/7/2020,20207,160
Closet,Forever 21 Floral Swing Dress M,A0431,$0.00 ,$0.00 ,1/29/2020,20201,ThredUp,$19.99 ,$16.99 ,$0.00 ,$3.00 ,$3.00 ,10/1/2020,202010,246
Goodwill Bins S ATX,Calessa Boho Paisley Hippie Gypsy Maxi Dress S,A0432,$0.91 ,$0.98 ,1/29/2020,20201,,,,,,,,,937
Goodwill Bins S ATX,Roxy Woodstock Sea Spray Kimono Cover Up Tassel Boho Fringe Hippie M,A0433,$0.91 ,$0.98 ,1/28/2020,20201,Poshmark,$18.00 ,$3.60 ,$2.12 ,$12.28 ,$11.30 ,5/18/2020,20205,111
Goodwill Bins S ATX,Merona Color Block Scoop Neck Pullover Knit Sweater M,A0434,$0.91 ,$0.98 ,1/28/2020,20201,,,,,,,,,938
Goodwill Bins S ATX,Topshop Panther Cat Animal Graphic Muscle Tank 2,A0435,$0.91 ,$0.98 ,1/28/2020,20201,Poshmark,$5.00 ,$1.00 ,$0.00 ,$4.00 ,$3.02 ,2/13/2020,20202,16
Goodwill Bins S ATX,Express Chiffon Halter Neck Tie Tank M,A0436,$0.91 ,$0.98 ,1/28/2020,20201,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$8.07 ,4/19/2020,20204,82
Goodwill Bins S ATX,Pure Barre Military Patch High Neck Tank S,A0437,$0.91 ,$0.98 ,1/28/2020,20201,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$13.42 ,4/16/2020,20204,79
Goodwill Bins S ATX,Express Aztec Tribal Sequin Multi Color Tank XS,A0438,$0.91 ,$0.98 ,1/28/2020,20201,,,,,,,,,938
Goodwill Bins S ATX,Banana Republic NWOT Long Cardigan M,A0439,$0.91 ,$0.98 ,1/28/2020,20201,Poshmark,$15.00 ,$3.00 ,$2.12 ,$9.88 ,$8.90 ,8/7/2020,20208,192
Goodwill Bins S ATX,Pleione Chambray Peasant Tassel Top S,A0440,$0.91 ,$0.98 ,1/25/2020,20201,,,,,,,,,941
Goodwill Bins S ATX,Michael Kors Shift Dress Toggle 3/4 Sleeve M,A0441,$0.91 ,$0.98 ,1/29/2020,20201,,,,,,,,,937
Goodwill Bins S ATX,Francesca's miami Knit Cardigan Aztec M,A0442,$0.91 ,$0.98 ,1/26/2020,20201,Poshmark,$20.00 ,$4.00 ,$0.71 ,$15.29 ,$14.31 ,12/9/2020,202012,318
Goodwill Bins S ATX,Lucky Brand Camel Graphic Tee S,A0443,$0.91 ,$0.98 ,1/26/2020,20201,Poshmark,$10.00 ,$2.95 ,$0.00 ,$7.05 ,$6.07 ,7/19/2020,20207,175
Goodwill Bins S ATX,Coco & Main Crew Neck Striped Bodycon Ruched Dress M,A0444,$0.91 ,$0.98 ,1/30/2020,20201,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$13.42 ,3/29/2020,20203,59
Goodwill Bins S ATX,LuLaRoe Julia Striped Dress S,A0445,$0.91 ,$0.98 ,1/30/2020,20201,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$13.42 ,9/30/2020,20209,244
Goodwill Bins S ATX,LuLaRoe Orange Pocket Fit and Flare T Dress XXS,A0446,$0.91 ,$0.98 ,1/30/2020,20201,,,,,,,,,936
Goodwill Bins S ATX,Cloth & Stone Chambray Halter Dress S,A0447,$0.91 ,$0.98 ,1/29/2020,20201,Poshmark,$32.00 ,$6.40 ,$0.00 ,$25.60 ,$24.62 ,6/17/2020,20206,140
Goodwill Bins S ATX,Athleta Flare Pant Ankle Split LP,A0448,$0.91 ,$0.98 ,1/25/2020,20201,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$23.02 ,2/9/2020,20202,15
Goodwill Bins S ATX,Flying Tomato Maxi Dress Aztec Tribal Boho Hippie M,A0449,$0.91 ,$0.98 ,1/30/2020,20201,Poshmark,$18.33 ,$3.67 ,$0.00 ,$14.67 ,$13.69 ,5/26/2020,20205,117
Goodwill Bins S ATX,J. Crew Peter Pan Collar Pullover S,A0450,$0.91 ,$0.98 ,1/25/2020,20201,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$15.02 ,2/1/2020,20202,7
Goodwill Bins S ATX,Taylor & Sage Lace Neck Tie Peasant Blouse Bell Sleeve S,A0451,$0.91 ,$0.98 ,1/25/2020,20201,Poshmark,$10.00 ,$2.00 ,$0.00 ,$8.00 ,$7.02 ,7/4/2020,20207,161
Goodwill Bins S ATX,Broke Down Clothing Cactus Graphic Print High Neck Tank M,A0452,$0.91 ,$0.98 ,1/25/2020,20201,Poshmark,$27.00 ,$5.40 ,$0.00 ,$21.60 ,$20.62 ,3/6/2020,20203,41
Goodwill Bins S ATX,Chloe K Tank Apple Graphic Strappy M ,A0453,$0.91 ,$0.98 ,1/26/2020,20201,Poshmark,$22.50 ,$4.50 ,$1.78 ,$16.22 ,$15.24 ,6/11/2020,20206,137
Goodwill Bins S ATX,Do Everything in Love Kimono Fringe Shawl Boho OS,A0454,$0.91 ,$0.98 ,1/26/2020,20201,,,,,,,,,940
Goodwill Bins S ATX,LuLaRoe High Low Classic Tee M,A0455,$0.91 ,$0.98 ,1/25/2020,20201,Poshmark,$16.50 ,$3.30 ,$0.90 ,$12.30 ,$11.32 ,1/31/2020,20201,6
