Source,Item,SKU,Base Price,COGS,Date Listed,Year Month Listed,Platform Sold,Gross Sales,Platform Fee,Shipping,Gross Profit,Net Profit,Date Sold,Year Month Sold,Age of Listing
Goodwill NW Loop 410,Club Monaco NWOT Peplum Tank Metallic Silver Arrows S,A0962,$4.79 ,$5.19 ,6/3/2020,20206,,,,,,,,,811
Goodwill NW Loop 410,Entro Boho Floral Button Down Dress 3/4 Sleeve L,A0963,$6.49 ,$7.03 ,8/26/2020,20208,ThredUp,$37.99 ,$28.87 ,$0.00 ,$9.12 ,$2.09 ,9/30/2020,20209,35
Goodwill NW Loop 410,Lilly Pulitzer Captiva Tunic Resort White XS,A0964,$6.49 ,$7.03 ,7/27/2020,20207,,,,,,,,,757
Goodwill NW Loop 410,COH Amber 263 Stretch High Rise Boot Cut Jeans 25,A0965,$7.99 ,$8.65 ,5/21/2020,20205,Poshmark,$24.00 ,$4.80 ,$7.11 ,$12.09 ,$3.44 ,12/26/2020,202012,219
Goodwill NW Loop 410,Anthropologie Maeve Austen Collared Blouse 4,A0966,$4.79 ,$5.19 ,5/23/2020,20205,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.81 ,7/5/2020,20207,43
Goodwill Austin Hwy,Zara Woman Poplin Top Striped Tie Front S,A0967,$4.79 ,$5.19 ,6/4/2020,20206,,,,,,,,,810
Goodwill Austin Hwy,Brandy Melville Gabriella Long Sleeve Black Romper OS,A0968,$6.49 ,$7.03 ,WEARING,,,,,,,,,,
Goodwill Austin Hwy,Maeve Anthro Selva Dropwaist Bird Tunic S,A0969,$4.79 ,$5.19 ,6/7/2020,20206,Poshmark,$30.00 ,$6.00 ,$2.12 ,$21.88 ,$16.69 ,8/7/2020,20208,61
Goodwill Austin Hwy,Harley Davidson Unisex Museum T Shirt Black M,A0970,$2.99 ,$3.24 ,6/6/2020,20206,,,,,,,,,808
Goodwill Austin Hwy,Harley Davidson Women's Graphic T Shirt Black V Neck L,A0971,$4.79 ,$5.19 ,6/6/2020,20206,,,,,,,,,808
Goodwill Austin Hwy,Altar'd State Boho Knit Kimono L,A0972,$4.79 ,$5.19 ,6/8/2020,20206,Poshmark,$22.50 ,$4.50 ,$1.78 ,$16.22 ,$11.04 ,6/11/2020,20206,3
Goodwill Austin Hwy,Fig and Flower Anthro Floral Blouse Plus Size 1X,A0974,$4.79 ,$5.19 ,6/9/2020,20206,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$14.81 ,6/24/2020,20206,15
Goodwill Austin Hwy,Fame and Partners Rivera Polka Dot Long Sleeve Dress 6,A0975,$6.49 ,$7.03 ,6/8/2020,20206,,,,,,,,,806
Goodwill Austin Hwy,St. John Collection Silk Floral Sleeveless Dress 8,A0976,$6.49 ,$7.03 ,6/7/2020,20206,,,,,,,,,807
Goodwill Austin Hwy,Badgley Mischka Collection LBD Black Color Block Sleeveless Dress 8,A0977,$6.49 ,$7.03 ,6/4/2020,20206,,,,,,,,,810
Goodwill Austin Hwy,ASOS Curve NWT White Lace Sweater Tunic Dress 18,A0978,$6.49 ,$7.03 ,6/8/2020,20206,Poshmark,$28.00 ,$5.60 ,$2.12 ,$20.28 ,$13.25 ,7/8/2020,20207,30
Goodwill Austin Hwy,Members Only Burgandy Bomber Jacket 42L,A0979,$4.79 ,$5.19 ,6/7/2020,20206,Poshmark,$24.00 ,$4.80 ,$2.12 ,$17.08 ,$11.89 ,8/7/2020,20208,61
Goodwill Cibolo,Anthropologie Floreat Avery Embroidered Dress Boho S,A0980,$12.99 ,$14.06 ,5/24/2020,20205,Poshmark,$48.00 ,$9.60 ,$0.00 ,$38.40 ,$24.34 ,7/10/2020,20207,47
Goodwill Cibolo,Cabi French Jumpsuit Navy Blue Drawstring Sleeveless M,A0981,$6.49 ,$7.03 ,6/6/2020,20206,Poshmark,$45.00 ,$9.00 ,$0.00 ,$36.00 ,$28.97 ,7/21/2020,20207,45
Goodwill Cibolo,Lulus NWT Angel in Disguise Lace Skater Dress Burgundy S,A0982,$6.49 ,$7.03 ,5/24/2020,20205,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$16.97 ,12/11/2020,202012,201
Goodwill Cibolo,Lululemon Crop Capri Olive Green Mesh Stripe Front,A0983,$4.79 ,$5.19 ,7/9/2020,20207,Poshmark,$67.00 ,$13.40 ,$2.12 ,$51.48 ,$46.29 ,7/21/2020,20207,12
Goodwill Cibolo,Nike Club Cropped Legging Capri Pink Black S,A0984,$4.79 ,$5.19 ,5/22/2020,20205,,,,,,,,,823
Goodwill Cibolo,Rag & Bone Green Gables Coated Denim Legging Jeans 25,A0985,$4.79 ,$5.19 ,5/23/2020,20205,,,,,,,,,822
Goodwill Cibolo,Roxy Oceanside Boho Black Drawstring Linen Pants M,A0986,$4.79 ,$5.19 ,7/9/2020,20207,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.81 ,7/21/2020,20207,12
Goodwill Austin Hwy,Cable & Gauge Color Block Knit Top 3/4 Sleeve S,A0987,$4.79 ,$5.19 ,5/24/2020,20205,,,,,,,,,821
Goodwill NW Loop 410,Forever 21 Black Dress Sleeveless Velvet Stripe Ribbed Bodycon S,A0988,$6.49 ,$7.03 ,WEARING,,,,,,,,,,
Facebook Marketplace,Hollister Denim Shorts Cuffed Size 7/28,A0994,$0.85 ,$0.85 ,7/9/2020,20207,,,,,,,,,775
Facebook Marketplace,American Rag Cie Boho Peasant Blouse,A0995,$0.85 ,$0.85 ,6/18/2020,20206,,,,,,,,,796
Facebook Marketplace,Danksin Athletic T Shirt Juniors L 14/16,A0996,$0.85 ,$0.85 ,6/19/2020,20206,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.85),10/25/2020,202010,128
Facebook Marketplace,Express Mock Neck Sleeveless Tunic Top S,A0997,$0.85 ,$0.85 ,6/11/2020,20206,ThredUp,$23.99 ,$19.91 ,$0.00 ,$4.08 ,$3.23 ,9/29/2020,20209,110
Facebook Marketplace,Japna Striped Floral Blouse Ruffle Racer Back Tank M,A0998,$0.85 ,$0.85 ,6/18/2020,20206,,,,,,,,,796
Facebook Marketplace,Xhilaration Sequin Shift Dress Floral S,A0999,$0.85 ,$0.85 ,6/12/2020,20206,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.85),10/25/2020,202010,135
Facebook Marketplace,Kasper NWT Gold Shift Career Dress 6 Petite,A1000,$0.85 ,$0.85 ,6/11/2020,20206,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.85),10/25/2020,202010,136
Facebook Marketplace,Prime Evil Metal Grommet Tank S,B0001,$0.85 ,$0.85 ,6/12/2020,20206,Poshmark,$9.00 ,$2.95 ,$0.00 ,$6.05 ,$5.20 ,7/26/2020,20207,44
Facebook Marketplace,Disney Minnie Mouse Graphic Tank S,B0003,$0.85 ,$0.85 ,6/19/2020,20206,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.85),10/25/2020,202010,128
Facebook Marketplace,Old Navy Semi Sheer Tank Plus Size XXL,B0004,$0.85 ,$0.85 ,6/12/2020,20206,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.85),8/14/2020,20208,63
Facebook Marketplace,Nike Racer Back Logo Tank Pink S,B0006,$0.85 ,$0.85 ,6/16/2020,20206,ThredUp,$28.99 ,$23.33 ,$0.00 ,$5.66 ,$4.81 ,9/5/2020,20209,81
Facebook Marketplace,Marilyn Monroe Graphic T Juniors Small,B0007,$0.85 ,$0.85 ,6/16/2020,20206,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.85),8/14/2020,20208,59
Facebook Marketplace,Style & Co Lace Black Cardigan M,B0008,$0.85 ,$0.85 ,6/16/2020,20206,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.85),12/5/2020,202012,172
Facebook Marketplace,New Balance Sneakers Athletic Trainers Running 8.5,B0009,$0.85 ,$0.85 ,6/30/2020,20206,Poshmark,$24.00 ,$4.80 ,$2.12 ,$17.08 ,$16.23 ,10/4/2020,202010,96
Facebook Marketplace,Rialto Heeled Ankle Bootie 7.5,B0010,$0.85 ,$0.85 ,6/30/2020,20206,ThredUp,$14.99 ,$13.64 ,$0.00 ,$1.35 ,$0.50 ,10/29/2020,202010,121
Facebook Marketplace,Victoria's Secret Striped Pajama Bottom M,B0039,$0.92 ,$0.92 ,7/24/2020,20207,,,,,,,,,760
Goodwill Cibolo,Tory Burch Reva Tumbled Ballet Flats Royal Tan 6.5,B0040,$24.99 ,$27.05 ,6/28/2020,20206,Poshmark,$90.00 ,$18.00 ,$0.00 ,$72.00 ,$44.95 ,7/2/2020,20207,4
Goodwill Cibolo,Vince Camuto Gray Kaylana Loafer Mule 6.5,B0041,$14.99 ,$16.23 ,6/27/2020,20206,Poshmark,$13.00 ,$2.95 ,$0.00 ,$10.05 ,($6.18),12/28/2020,202012,184
Goodwill Cibolo,Peach Love California Striped Tie Front Bell Sleeve Blouse M,B0042,$4.79 ,$5.19 ,6/11/2020,20206,Poshmark,$28.00 ,$5.60 ,$0.00 ,$22.40 ,$17.21 ,6/13/2020,20206,2
Goodwill Cibolo,Cabi Ginger Top 3070 Animal Print S,B0043,$4.79 ,$5.19 ,6/12/2020,20206,,,,,,,,,802
Goodwill Cibolo,Fig and Flower Anthro Floral Blouse M,B0044,$4.79 ,$5.19 ,6/11/2020,20206,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$18.81 ,6/13/2020,20206,2
Goodwill Cibolo,Lilly Pulitzer Island Polo Green S,B0045,$4.79 ,$5.19 ,8/13/2020,20208,,,,,,,,,740
Goodwill N Loop 1604,Lucky Brand NWT Emi Border Print Peasant Blouse Black Multi L,B0046,$4.79 ,$5.19 ,7/18/2020,20207,Poshmark,$31.00 ,$6.20 ,$2.12 ,$22.68 ,$17.49 ,11/1/2020,202011,106
Goodwill N Loop 1604,Express Lace Metallic Cut Out Tank S,B0047,$4.79 ,$5.19 ,7/24/2020,20207,,,,,,,,,760
Goodwill N Loop 1604,Halogen Classic Blazer Graph Check 4,B0048,$3.25 ,$3.51 ,7/24/2020,20207,,,,,,,,,760
Garage Sale,Vintage America Peasant Blouse Floral M,B0049,$2.00 ,$2.00 ,7/24/2020,20207,Poshmark,$24.00 ,$4.80 ,$2.12 ,$17.08 ,$15.08 ,12/25/2020,202012,154
Garage Sale,AEO Boho Bell Sleeve Ruffle Stripe Blouse XL,B0050,$2.00 ,$2.00 ,7/25/2020,20207,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$14.00 ,9/16/2020,20209,53
Garage Sale,Ann Taylor LOFT Floral Embellished Purple Cardigan Short Sleeve M,B0051,$2.00 ,$2.00 ,6/23/2020,20206,,,,,,,,,791
Garage Sale,AEO Boho Bell Sleeve Peasant Blouse Paisley XL,B0053,$2.00 ,$2.00 ,6/22/2020,20206,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$14.00 ,6/28/2020,20206,6
Garage Sale,Dansko Clog Brown Reptile Snake Scale Print 38,B0054,$10.00 ,$10.00 ,6/29/2020,20206,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$10.00 ,11/6/2020,202011,130
Garage Sale,Chelsea & Violet Boho Chevron Blouse S,B0055,$1.00 ,$1.00 ,7/24/2020,20207,,,,,,,,,760
Garage Sale,Paper Crane Boho Racer Back Tank S,B0056,$1.00 ,$1.00 ,7/24/2020,20207,,,,,,,,,760
Garage Sale,Nine West Jeans Plaid Long Sleeve Tunic Top S,B0057,$1.00 ,$1.00 ,7/24/2020,20207,,,,,,,,,760
Garage Sale,Banana Republic V-Neck Sleeveless Blouse XS,B0058,$2.00 ,$2.00 ,7/24/2020,20207,,,,,,,,,760
Garage Sale,Express The Portofino Shirt Coral Button Up Blouse S,B0059,$2.00 ,$2.00 ,7/25/2020,20207,,,,,,,,,759
Garage Sale,LOFT Floral Sleeveless Blouse M,B0060,$2.00 ,$2.00 ,6/22/2020,20206,ThredUp,$43.99 ,$32.11 ,$0.00 ,$11.88 ,$9.88 ,8/20/2020,20208,59
Garage Sale,Pleione Red Short Sleeve Blouse M,B0061,$2.00 ,$2.00 ,7/25/2020,20207,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$14.00 ,8/5/2020,20208,11
Garage Sale,LC Lauren Conrad Blush Pink Blouse Lace Trim L,B0062,$2.00 ,$2.00 ,7/25/2020,20207,Mercari,$15.00 ,$1.50 ,$3.39 ,$10.11 ,$8.11 ,8/8/2020,20208,14
Garage Sale,Charlotte Russe Floral Kimono Duster Sleeveless M,B0063,$2.00 ,$2.00 ,7/18/2020,20207,,,,,,,,,766
Garage Sale,apana Floral Mesh High Waisted Capri Legging XS,B0064,$3.00 ,$3.00 ,7/9/2020,20207,,,,,,,,,775
Garage Sale,AEO Purple Long Sleeve Sweater Dress S,B0065,$3.00 ,$3.00 ,6/23/2020,20206,,,,,,,,,791
Goodwill Austin Hwy,Tory Burch Bag Large Travel Nylon Messenger Diaper Bag,B0066,$14.99 ,$16.23 ,6/28/2020,20206,,,,,,,,,786
Goodwill Austin Hwy,Harley-Davidson Pullover Sweatshirt 1/4 Zip S,B0067,$4.79 ,$5.19 ,7/24/2020,20207,,,,,,,,,760
Goodwill Austin Hwy,Lucky Brand Aztec Waterfall Cardigan M Southwestern,B0068,$4.79 ,$5.19 ,7/26/2020,20207,,,,,,,,,758
Goodwill Austin Hwy,Madewell Striped Button Down S,B0069,$4.79 ,$5.19 ,7/27/2020,20207,,,,,,,,,757
Goodwill Austin Hwy,Top Shop Animal Print Top Button Down 6,B0070,$4.79 ,$5.19 ,7/27/2020,20207,,,,,,,,,757
Goodwill Austin Hwy,Ann Taylor LOFT Maxi Dress 0,B0071,$6.49 ,$7.03 ,WEARING,,,,,,,,,,
ThredUp,"Floral Top - Not mine, Thredup listed in my box by error",B0072,$0.00 ,$0.00 ,8/23/2020,20208,ThredUp,$19.99 ,$16.99 ,$0.00 ,$3.00 ,$3.00 ,11/16/2020,202011,85
Goodwill Austin Hwy,Lulu's Multitask Queen Shift Dress XS,B0073,$6.49 ,$7.03 ,8/13/2020,20208,,,,,,,,,740
Goodwill Austin Hwy,Prana Quinn Top NWT Tank Yoga L,B0074,$4.79 ,$5.19 ,7/17/2020,20207,eBay,$29.99 ,$4.23 ,$4.18 ,$21.58 ,$16.39 ,7/21/2020,20207,4
Goodwill Austin Hwy,Moral Fiber Top Plus Size NWT 2X,B0075,$4.79 ,$5.19 ,8/13/2020,20208,,,,,,,,,740
Goodwill Austin Hwy,J. Crew Lace Sweater M,B0076,$2.40 ,$2.59 ,8/13/2020,20208,,,,,,,,,740
Goodwill Austin Hwy,Isla Fitness Threads Seashell Tank S,B0077,$4.79 ,$5.19 ,8/13/2020,20208,,,,,,,,,740
Goodwill Austin Hwy,Anthropologie Maeve Whitewick Manor Corduroy Dress 4,B0078,$6.49 ,$7.03 ,7/17/2020,20207,,,,,,,,,767
Goodwill Austin Hwy,miami Boho Paisley T Shirt Dress V Neck Sheath S,B0079,$6.49 ,$7.03 ,7/17/2020,20207,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$8.97 ,9/26/2020,20209,71
Goodwill Austin Hwy,Soludos Pineapple Espadrilles Shoes 9,B0080,$9.99 ,$10.81 ,6/29/2020,20206,,,,,,,,,785
Goodwill Austin Hwy,Merrell Women's Hiking Castle Rock Shoe 8,B0081,$6.99 ,$7.57 ,7/1/2020,20207,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$8.43 ,8/12/2020,20208,42
Goodwill Cibolo,Umgee Pink Long Sleeve Wrap Top Blouse S,B0082,$2.40 ,$2.59 ,8/5/2020,20208,,,,,,,,,
Goodwill NW Loop 410,Love Riche Lavender Lilac Dress Long Bell Sleeve L,B0083,$6.49 ,$7.03 ,8/12/2020,20208,Mercari,$25.00 ,$2.50 ,$5.27 ,$17.23 ,$10.20 ,8/19/2020,20208,7
Goodwill NW Loop 410,Lumiere Tiered Hem Dress Houndstooth High Low L,B0084,$6.49 ,$7.03 ,7/17/2020,20207,,,,,,,,,767
Goodwill NW Loop 410,Monteau Floral Boho Bell Sleeve Blouse M,B0085,$4.79 ,$5.19 ,7/18/2020,20207,,,,,,,,,766
Goodwill NW Loop 410,asos NWT Red Midi Long Sleeve Dress 2,B0086,$6.49 ,$7.03 ,7/25/2020,20207,,,,,,,,,759
Goodwill Cibolo,Crocs Red Diamond Prism Studded Flats 7,B0087,$6.99 ,$7.57 ,9/29/2020,20209,Poshmark,$21.00 ,$4.20 ,$7.11 ,$9.69 ,$2.12 ,12/26/2020,202012,88
Goodwill Cibolo,Kate Spade NWOT Lilly Suede Ruffle Slip On Sneaker 8,B0088,$24.99 ,$27.05 ,8/17/2020,20208,Poshmark,$60.00 ,$12.00 ,$0.00 ,$48.00 ,$20.95 ,8/18/2020,20208,1
Goodwill Cibolo,DV Target Perforated Ankle Bootie Faux Suede Tan 6.5,B0089,$6.99 ,$7.57 ,8/17/2020,20208,,,,,,,,,736
Goodwill Cibolo,Band of Gypsies NWT Floral Wrap Dress M,B0090,$12.99 ,$14.06 ,7/28/2020,20207,,,,,,,,,756
Goodwill Cibolo,AEO Favorite T Purple Tie Dye M,B0091,$2.99 ,$3.24 ,8/5/2020,20208,Poshmark,$20.00 ,$4.00 ,$0.71 ,$15.29 ,$12.06 ,12/9/2020,202012,126
Handmade,Handmade Tassel Earrings in Lilac Purple,B0092,$0.00 ,$0.00 ,8/3/2019,20198,Poshmark,$16.37 ,$4.58 ,$1.30 ,$10.49 ,$10.49 ,8/29/2020,20208,26
Goodwill Cibolo,LUSH Oversize Utility Blouse M,B0093,$4.79 ,$5.19 ,8/5/2020,20208,,,,,,,,,748
Goodwill Cibolo,Eden & Olivia Anthro Bird Print 100% Cotton Blouse L,B0094,$4.79 ,$5.19 ,8/6/2020,20208,,,,,,,,,747
Goodwill N Loop 1604,Kate Spade NWT iPhone X Case Wallet Wristlet Scalloped Olive Green,B0095,$3.50 ,$3.78 ,8/17/2020,20208,Poshmark,$40.00 ,$8.00 ,$0.00 ,$32.00 ,$28.22 ,8/18/2020,20208,1
Goodwill N Loop 1604,Gypsy Warrior Black Maxi Dress Sleeveless Cut Out S,B0096,$3.25 ,$3.51 ,8/13/2020,20208,Poshmark,$17.00 ,$3.40 ,$2.12 ,$11.48 ,$7.97 ,9/5/2020,20209,23
Goodwill N Loop 1604,AEO Knit Cardigan Duster Salt & Pepper M,B0097,$2.40 ,$2.59 ,7/30/2020,20207,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$21.41 ,9/13/2020,20209,45
Goodwill N Loop 1604,Zara Trafaluc Long Sleeve T Shirt M,B0098,$2.40 ,$2.59 ,8/3/2020,20208,,,,,,,,,750
Goodwill N Loop 1604,Express The Portofino Shirt Floral Button Down S,B0099,$4.79 ,$5.19 ,7/31/2020,20207,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$9.21 ,8/21/2020,20208,21
Goodwill N Loop 1604,White Birch Striped Blouse Long Sleeve Open Back M,B0100,$4.79 ,$5.19 ,8/3/2020,20208,,,,,,,,,750
Goodwill N Loop 1604,Lucky Brand Floral Short Sleeve Blouse Ruffle XS,B0101,$4.79 ,$5.19 ,8/5/2020,20208,,,,,,,,,748
Goodwill N Loop 1604,Know Your Worth Graphic T Shirt Burnout S,B0102,$2.99 ,$3.24 ,8/13/2020,20208,,,,,,,,,740
Goodwill N Loop 1604,CEJON Boho Fringe Kimono One Size,B0103,$4.79 ,$5.19 ,7/31/2020,20207,,,,,,,,,753
Goodwill N Loop 1604,41 Hawthorn Stitch Fix Floral Blouse M,B0104,$4.79 ,$5.19 ,8/6/2020,20208,,,,,,,,,747
Goodwill N Loop 1604,Lily White Floral Boho Blouse L,B0105,$4.79 ,$5.19 ,7/31/2020,20207,Poshmark,$17.00 ,$3.40 ,$0.00 ,$13.60 ,$8.41 ,8/16/2020,20208,16
Goodwill N Loop 1604,Soludos Espadrilles Yucatan Ocean Blue 8.5,B0106,$3.99 ,$4.32 ,8/17/2020,20208,Poshmark,$28.00 ,$5.60 ,$2.12 ,$20.28 ,$15.96 ,10/12/2020,202010,56
Goodwill N Loop 1604,Topshop Peplum Scuba Dress Royal Blue 2,B0107,$6.49 ,$7.03 ,9/18/2020,20209,,,,,,,,,704
Goodwill N Loop 1604,Monteau Floral Dress Ruffle Cap Sleeve M,B0108,$6.49 ,$7.03 ,7/31/2020,20207,,,,,,,,,753
Goodwill N Loop 1604,Postage Stamp Anthro Blouse S,B0109,$4.79 ,$5.19 ,8/13/2020,20208,,,,,,,,,740
Goodwill N Loop 1604,Fig and Flower Boho Gypsy Blouse S,B0110,$4.79 ,$5.19 ,8/6/2020,20208,,,,,,,,,747
Goodwill N Loop 1604,Skies Are Blue Stitch Fix Knit Blazer S,B0111,$6.49 ,$7.03 ,7/31/2020,20207,Poshmark,$40.00 ,$8.00 ,$2.12 ,$29.88 ,$22.85 ,9/4/2020,20209,35
Goodwill N Loop 1604,MTV Graphic Logo T Shirt M,B0112,$2.99 ,$3.24 ,8/3/2020,20208,Mercari,$18.00 ,$1.80 ,$3.39 ,$12.81 ,$9.57 ,8/20/2020,20208,17
Goodwill N Loop 1604,Meraki Paisley Boho Cardigan S,B0113,$4.79 ,$5.19 ,8/3/2020,20208,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$8.69 ,8/5/2020,20208,2
Goodwill N Loop 1604,Fabletics Black High Waist Legging 7/8,B0114,$4.79 ,$5.19 ,WEARING,,,,,,,,,,
Goodwill N Loop 1604,Lulu's Flutter Sleeve Chiffon Gown NWT XL,B0115,$6.49 ,$7.03 ,8/12/2020,20208,,,,,,,,,741
ThredUp,"Banana Republic Pants - Not mine, Thredup listed in my box by error",B0116,$0.00 ,$0.00 ,8/23/2020,20208,ThredUp,$21.99 ,$18.47 ,$0.00 ,$3.52 ,$3.52 ,12/3/2020,202012,102
Goodwill N Loop 1604,Free People Moonlight Mile Print Penny Georgette S,B0117,$4.79 ,$5.19 ,7/30/2020,20207,,,,,,,,,754
Texas Thrift Store,Victoria's Secret Plaid Button Down M,B0118,$2.49 ,$2.70 ,8/10/2020,20208,Poshmark,$10.00 ,$2.00 ,$0.00 ,$8.00 ,$5.30 ,9/28/2020,20209,49
Texas Thrift Store,Lux LA Floral Boho Long Sleeve Blouse S,B0119,$1.99 ,$2.15 ,7/28/2020,20207,,,,,,,,,756
Texas Thrift Store,Pink Rose Floral Boho Tassel Tank M,B0120,$1.49 ,$1.61 ,7/28/2020,20207,,,,,,,,,756
Texas Thrift Store,Zella High Waist Legging Cut Out Ankle XS,B0121,$4.98 ,$5.39 ,8/18/2020,20208,,,,,,,,,735
Texas Thrift Store,Modern Lux It's All Good Graphic Tank Sun M,B0123,$2.98 ,$3.23 ,7/28/2020,20207,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$11.17 ,8/6/2020,20208,9
Texas Thrift Store,Fabletics Colorblock Heather Pink Gray Legging Small Salar Statement 7/8 Cherry/Charcoal/Rosebloom Heather,B0124,$5.98 ,$6.47 ,8/18/2020,20208,,,,,,,,,735
Texas Thrift Store,AEO Floral Crop Boho Blouse M,B0125,$4.98 ,$5.39 ,8/2/2020,20208,,,,,,,,,751
Texas Thrift Store,Cupcakes and Cashmere Anthro Jantel Floral Blouse Bell Sleeve Boho S,B0126,$4.98 ,$5.39 ,8/12/2020,20208,,,,,,,,,741
Texas Thrift Store,Meraki Floral Wrap Peplum Blouse L,B0127,$4.98 ,$5.39 ,8/1/2020,20208,,,,,,,,,752
Texas Thrift Store,Lucky Brand Popover Blouse S,B0128,$4.98 ,$5.39 ,8/13/2020,20208,,,,,,,,,740
Texas Thrift Store,Southern Stitch Aztec Southwestern Kimono Duster L/XL,B0129,$4.98 ,$5.39 ,8/8/2020,20208,,,,,,,,,745
Texas Thrift Store,Altar'd State Tiered Floral Boho Kimono Cardigan S,B0130,$3.49 ,$3.77 ,8/8/2020,20208,Poshmark,$28.00 ,$5.60 ,$0.00 ,$22.40 ,$18.63 ,8/8/2020,20208,0
Texas Thrift Store,Maurice's Floral Boho Blouse L,B0131,$3.49 ,$3.77 ,8/1/2020,20208,,,,,,,,,752
Texas Thrift Store,Topshop Yellow Bell Sleeve Crop Top Tie Front 8,B0132,$4.19 ,$4.53 ,8/12/2020,20208,Poshmark,$21.67 ,$4.34 ,$2.37 ,$14.96 ,$10.43 ,8/13/2020,20208,1
Texas Thrift Store,Skies Are Blue Stitch Fix Long Sleeve Blouse M,B0133,$3.49 ,$3.77 ,7/28/2020,20207,,,,,,,,,756
Texas Thrift Store,Zara Woman NWT Lace Pin Stripe Bell Sleeve Blouse S,B0134,$6.99 ,$7.56 ,8/12/2020,20208,Poshmark,$21.67 ,$4.33 ,$2.37 ,$14.96 ,$7.40 ,8/13/2020,20208,1
Texas Thrift Store,Neon Rainbow Burnout Semi Sheer Graphic Muscle Tank M,B0135,$2.09 ,$2.26 ,7/29/2020,20207,,,,,,,,,755
Texas Thrift Store,Kut from the Kloth Floral Button Down Sheer S,B0136,$3.49 ,$3.77 ,8/13/2020,20208,,,,,,,,,740
Texas Thrift Store,Express Split Back Solid Tank Semi Sheer M,B0137,$2.79 ,$3.02 ,8/12/2020,20208,,,,,,,,,741
Texas Thrift Store,The Limited Striped Tank Blouse M,B0138,$2.09 ,$2.26 ,8/8/2020,20208,,,,,,,,,745
Texas Thrift Store,Meraki Animal Print Blouse S,B0139,$4.19 ,$4.53 ,7/29/2020,20207,,,,,,,,,755
Texas Thrift Store,Spiritual Gangster Maya Floral Kimono Robe OS,B0140,$4.98 ,$5.39 ,8/12/2020,20208,,,,,,,,,741
Texas Thrift Store,Kut from the Kloth Floral Button Down Sheer M,B0141,$4.98 ,$5.39 ,7/29/2020,20207,,,,,,,,,755
Texas Thrift Store,Ann Taylor LOFT Striped Tank XS,B0142,$3.98 ,$4.31 ,8/8/2020,20208,,,,,,,,,745
Texas Thrift Store,Umgee Patchwork Boho Floral Blouse S,B0143,$6.98 ,$7.56 ,7/29/2020,20207,,,,,,,,,755
Texas Thrift Store,Cabi Purple Eva Peplum Blouse 731 M,B0144,$4.98 ,$5.39 ,7/29/2020,20207,,,,,,,,,755
Texas Thrift Store,Lavender Fields Striped Tie Front Crop Boho Top S,B0145,$4.98 ,$5.39 ,7/30/2020,20207,,,,,,,,,754
Texas Thrift Store,Zara Basic Peplum Bell Sleeve Polka Dot Top XS,B0146,$4.98 ,$5.39 ,7/30/2020,20207,,,,,,,,,754
Texas Thrift Store,Cabi Flaunt Wrap Blouse 3077 M,B0147,$4.98 ,$5.39 ,7/30/2020,20207,,,,,,,,,754
Texas Thrift Store,Alo Yoga Space Dye Teal Air Brush Capri Crop Legging,B0148,$4.98 ,$5.39 ,8/18/2020,20208,,,,,,,,,735
Texas Thrift Store,Zara Woman White Bell Sleeve Blouse M,B0149,$5.98 ,$6.47 ,8/13/2020,20208,,,,,,,,,740
Texas Thrift Store,Cloth & Stone Anthropologie Split Back Fray Chambray Top M,B0150,$4.98 ,$5.39 ,8/10/2020,20208,,,,,,,,,743
Texas Thrift Store,Meraki Floral Boho Blouse S,B0151,$3.98 ,$4.31 ,8/13/2020,20208,,,,,,,,,740
Texas Thrift Store,Meraki Floral Kimono Cardigan M,B0152,$5.98 ,$6.47 ,8/13/2020,20208,,,,,,,,,740
Texas Thrift Store,Bravado Rolling Stones Graphic Tank M,B0153,$2.98 ,$3.23 ,8/13/2020,20208,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$16.77 ,8/15/2020,20208,2
